SampleID,Rocktype,Source,Publication1,Publication2,Project,Dlat,Dlong,Sample_type,Core,Depth_m_from,Depth_m_to,Description_Other_notes,,SiO2_pct,TiO2_pct,Al2O3_pct,Fe2O3T_pct,MgO_pct,MnO_pct,CaO_pct,Na2O_pct,K2O_pct,P2O5_pct,SO3_pct,LOI_pct,Cl_pct,Total_calc,Total_LOI,Total_LOI_SO3,aSiO2_pct,aTiO2_pct,aAl2O3_pct,aFe2O3T_pct,aMgO_pct,aMnO_pct,aCaO_pct,aNa2O_pct,aK2O_pct,aP2O5_pct,aTotal,FeOT_pct,Mg,Na20_K2O,K2O_Na2O,ASI,Eu_Eu,Au_ppb,Pt_ppb,Pd_ppb,Re_ppm,Ag_ppm,F_ppm,Bi_ppm,Sn_ppm,Mo_ppm,Be_ppm,Cs_ppm,Ba_ppm,Rb_ppm,Sr_ppm,Pb_ppm,Th_ppm,U_ppm,Nb_ppm,Ta_ppm,Zr_ppm,Hf_ppm,Y_ppm,Ga_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Sc_ppm,Ni_ppm,V_ppm,Cd_ppm,Cr_ppm,Cu_ppm,Zn_ppm,Sb_ppm,As_ppm,Ge_ppm,Ti_ppm
194092,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.207674,121.66637,unknown,,,,Basalt,,48.185,0.898,14.818,12.356,7.508,0.191,10.738,1.722,0.099,0.071,0.013,3.299,,96.586,99.89,99.9,49.89,0.93,15.34,12.79,7.77,0.2,11.12,1.78,0.1,0.07,100,11.12,54.64,1.821,0.057491,0.659871,0.926724,,,,,,413,,0.3,0.3,,0.17,16.9,1.5,109.9,4,0.15,0.12,2,0.07,44.5,1.31,19.8,16.3,2.61,6.36,1.09,5.81,1.96,0.717,2.85,0.51,3.65,0.73,2.13,,2.17,0.32,39,174,282,0.12,342,58,93,1.1,2.7,1.6,5383.51
194094,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.214752,121.672065,unknown,,,,Basalt,,48.543,0.873,14.641,12.285,6.782,0.19,12.137,1.81,0.149,0.071,0.203,2.204,,97.481,99.69,99.89,49.8,0.9,15.02,12.6,6.96,0.19,12.45,1.86,0.15,0.07,100,11.05,52.25,1.959,0.08232,0.581051,0.986984,,,,,,312,,0.4,,0.3,0.18,26.1,0.9,151,3,0.13,0.04,2.1,0.08,46.1,1.33,18.9,18.2,2.62,6.77,1.12,5.8,2.08,0.8,2.95,0.53,3.5,0.71,2.05,,2.1,0.31,40,185,269,0.09,324,105,86,1.7,3.1,1.8,5233.635
194095,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.217987,121.671726,unknown,,,,Basalt,,48.149,0.918,15.221,12.472,8.232,0.192,10.157,2.263,0.122,0.073,0.012,2.084,,97.799,99.88,99.9,49.23,0.94,15.56,12.75,8.42,0.2,10.39,2.31,0.12,0.07,100,11.22,56.68,2.385,0.053911,0.682103,0.9311,,,,,,441,,0.3,,0.8,0.11,24.1,1.3,108.2,4,0.16,0.06,2,0.08,49.4,1.34,24.6,16.5,2.65,6.57,1.13,5.83,2.19,0.782,3.01,0.55,3.47,0.78,2.17,,2.18,0.33,39,165,297,0.07,345,81,92,3.8,2.9,2,5503.41
182224,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.524883,121.572817,unknown,,,,,,50.077,1.204,11.316,13.393,10.637,0.189,9.304,3.005,0.065,0.094,0.009,0.905,,99.284,100.19,100.2,50.44,1.21,11.4,13.49,10.71,0.19,9.37,3.03,0.07,0.09,100,12.05,61.16,3.07,0.021631,0.51616,1.062785,,,,,,199,0.09,1.2,0.3,0.6,0.28,33,0.8,107.9,5,0.28,0.07,3.8,0.21,75,1.99,23.8,14.9,4.08,10.74,1.93,9.61,3.243,1.2271,3.826,0.634,4.13,0.803,2.28,,2.059,0.331,38,334,291,0.09,904,90,102,,1.8,1.84,7217.98
182270,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.015927,121.140242,unknown,,,,,,48.933,1.687,13.458,16.225,6.387,0.233,10.554,2.076,0.111,0.195,0.022,0.544,,99.859,100.4,100.43,49,1.69,13.48,16.25,6.4,0.23,10.57,2.08,0.11,0.2,100,14.6,43.83,2.187,0.053468,0.592424,0.921552,,,,,,269,0.03,0.6,0.9,0.5,,60,1.5,116.2,6,0.48,0.14,4.9,0.28,101,2.62,36,18.5,4.64,9.44,2.09,10.38,3.453,1.2002,4.591,0.894,5.871,1.234,3.536,,3.497,0.563,44,99,357,0.07,174,60,136,,1.9,1.5,10113.565
182271,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.015239,121.140067,unknown,,,,,,51.765,1.237,13.997,12.542,7.199,0.149,9.757,2.197,0.096,0.122,0.023,1.233,,99.061,100.29,100.32,52.26,1.25,14.13,12.66,7.27,0.15,9.85,2.22,0.1,0.12,100,11.29,53.23,2.293,0.043696,0.652507,0.927645,,,,,,299,,0.5,0.3,0.5,0.03,57,0.8,131.4,5,0.42,0.12,4,0.25,82,2.15,32,17.5,3.49,9.73,1.63,9.17,3.404,1.1376,4.118,0.75,5.289,1.066,3.098,,2.977,0.505,45,88,337,0.12,198,155,95,,1.3,1.78,7415.815
183352,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.788348,121.654355,unknown,,,,,,49.731,1.118,13.61,15.841,5.839,0.228,8.341,3.414,0.154,0.087,0.083,1.51,,98.363,99.87,99.96,50.56,1.14,13.84,16.1,5.94,0.23,8.48,3.47,0.16,0.09,100,14.25,42.22,3.568,0.045108,0.649878,0.888525,,,,,,463,0.07,0.4,,0.4,0.21,33,1,120.4,3,0.36,0.07,3.6,0.2,70,1.91,27,20.5,4.33,11.53,1.63,8.6,2.8,0.938,3.72,0.64,4.37,0.96,2.7,,2.64,0.4,38,42,353,,3,46,97,1.3,14.8,1.3,6702.41
183376,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.787999,121.651141,unknown,,,,,,47.571,1.25,13.971,13.281,5.048,0.219,12.167,2.721,0.127,0.103,0.023,3.464,,96.458,99.92,99.95,49.32,1.3,14.48,13.77,5.23,0.23,12.61,2.82,0.13,0.11,100,11.95,42.97,2.848,0.046674,0.522734,0.776143,,,,,,306,0.22,0.4,,,0.05,49,1.2,124,4,0.38,0.12,3.8,0.23,78,2.1,36,22.2,5.18,14.38,2.22,11.53,4.28,1.243,5.6,1.04,6.3,1.39,3.49,,3.63,0.57,42,41,367,,39,47,114,,6.3,1.3,7493.75
183377,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.787999,121.651141,unknown,,,,,,47.004,1.4,15.173,14.892,5.755,0.232,9.944,2.013,0.508,0.102,0.171,2.732,,97.023,99.76,99.93,48.45,1.44,15.64,15.35,5.93,0.24,10.25,2.07,0.52,0.11,100,13.4,43.37,2.521,0.25236,0.69175,0.877328,,,,,,384,0.06,0.2,0.6,,0.71,155.8,21.9,145.5,4,0.32,0.17,4.1,0.25,78,2.33,30,22.9,3.87,10.99,1.58,8.32,3.15,1.05,4.25,0.8,5.34,1.16,3.05,,3.28,0.46,45,54,417,,51,48,94,1.5,22.3,1.6,8393
183380,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.787999,121.651141,unknown,,,,,,50.298,1.624,11.573,18.639,5.356,0.265,8.351,2.585,0.186,0.128,0.254,0.686,,99.005,99.69,99.95,50.8,1.64,11.69,18.83,5.41,0.27,8.43,2.61,0.19,0.13,100,16.77,36.29,2.771,0.071954,0.589513,0.879162,,,,,,471,0.05,1,0.4,0.5,0.17,29,1.1,103.6,3,0.72,0.22,4.8,0.29,152.4,3.94,42.3,24,6.54,16.66,2.4,12.58,4.42,1.44,5.67,1.06,6.61,1.42,3.72,,4.23,0.6,55.6,8,398,,,38,123,0.9,13.6,1.7,9735.88
183381,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.787999,121.651141,unknown,,,,,,49.185,1.268,14.273,14.043,4.918,0.212,8.326,3.899,0.18,0.113,0.41,3.102,,96.417,99.52,99.93,51.01,1.32,14.8,14.56,5.1,0.22,8.64,4.04,0.19,0.12,100,12.64,40.97,4.079,0.046166,0.656498,0.828503,,,,,,412,0.24,0.2,0.4,,0.28,64,4.1,218.6,4,0.43,0.13,4.1,0.24,87,2.33,33,22.7,4.58,13.13,1.96,10.36,3.76,1.154,4.82,0.88,5.69,1.2,3.22,,3.43,0.51,45,43,374,,44,109,108,2.6,6.6,1.6,7601.66
183382,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.787999,121.651141,unknown,,,,,,52.181,1.285,12.119,12.15,8.291,0.244,9.636,2.823,0.103,0.074,0.103,0.884,,98.906,99.79,99.89,52.76,1.3,12.25,12.28,8.38,0.25,9.74,2.85,0.1,0.07,100,10.93,57.5,2.926,0.036486,0.54422,0.739667,,,,,,271,0.04,0.1,0.7,,0.07,101,1,232.8,4,0.35,0.12,3.6,0.22,74.2,2.17,26,14.6,4.58,12.02,1.8,9.27,3.49,0.935,4.27,0.81,5.26,1.05,2.85,,2.38,0.35,49,211,285,,155,37,137,0.9,1.9,1.2,7703.575
183388,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.789839,121.647645,unknown,,,,,,48.779,1.472,14.871,14.8,5.049,0.195,10.422,2.108,0.139,0.119,0.304,1.678,,97.954,99.63,99.94,49.8,1.5,15.18,15.11,5.15,0.2,10.64,2.15,0.14,0.12,100,13.32,40.34,2.247,0.065939,0.659179,0.860008,,,,,,323,0.16,0.5,0.7,,0.18,55,1.1,156.4,3,0.34,0.13,4.6,0.27,92.6,2.52,35,26.2,5.91,15.43,2.24,11.44,3.98,1.292,5.3,0.97,6.18,1.33,3.4,,3.49,0.51,43,34,393,,21,114,112,1.6,6.7,1.6,8824.64
183359,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.788348,121.654355,unknown,,,,,,48.39,1.179,15.112,13.555,6.432,0.185,10.18,2.435,0.172,0.087,0.03,2.161,,97.727,99.89,99.92,49.52,1.21,15.46,13.87,6.58,0.19,10.42,2.49,0.18,0.09,100,12.2,48.47,2.607,0.070637,0.665912,0.899751,,,,,,350,0.29,0.2,,,0.2,68,1.4,112.9,3,0.41,0.08,3.2,0.17,63,1.75,25,20.5,3.4,9.73,1.4,7.52,2.6,0.884,3.47,0.59,4.18,0.87,2.47,,2.49,0.37,40,92,334,,232,78,71,0.9,1.2,1.3,7068.105
204149,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.329163,121.496042,unknown,,,,,,50.64,0.85,14.36,12.05,6.84,0.25,12.32,1.98,0.08,0.078,0.004,0.6,,99.448,100.05,100.05,50.92,0.85,14.44,12.12,6.88,0.25,12.39,1.99,0.08,0.08,100,10.84,52.95,2.06,0.040404,0.557995,0.996463,,,,,,,0.01,,0.2,0.41,0.12,28.6,1.4,104.4,1.4,0.27,0.09,2.4,0.2,50,1.5,19.9,14.4,2.8,8.4,1.24,6.3,2.06,0.78,2.78,0.48,3.26,0.74,2.13,0.35,2.09,0.34,40,100.8,252,0.1,364,52.3,79,0.15,,1.2,5095.75
204150,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.331681,121.496097,unknown,,,,,,49.8,0.82,14.54,11.94,9.3,0.19,11.39,1.3,0.09,0.074,0.009,0.69,,99.444,100.13,100.14,50.08,0.82,14.62,12.01,9.35,0.19,11.45,1.31,0.09,0.07,100,10.74,60.7,1.39,0.069231,0.633912,0.948421,,,,,,,,,0.3,0.28,0.07,64,2.6,107.4,4,0.29,0.12,2.3,0.2,46,1.4,18.3,15.1,2.8,7.9,1.24,6.1,1.91,0.69,2.59,0.47,3.09,0.69,2.04,0.35,1.98,0.32,39,105.5,240,0.1,385,104.5,72,,,1.3,4915.9
204557,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.035517,121.069996,unknown,,,,,,50.8,0.83,13.8,11.8,7.33,0.212,12.45,1.65,0.093,0.064,,0.45,0.009,99.029,99.48,99.48,51.3,0.84,13.94,11.92,7.4,0.21,12.57,1.67,0.09,0.06,100,10.62,55.19,1.743,0.056364,0.5424,0.88723,,,,,,,,1,20,,0.05,20,7,163.5,230,0.28,0.11,3,0.2,54,1.5,22.8,15.3,3,8.3,1.34,6,2.07,0.74,3.13,0.57,3.29,0.73,2.21,0.36,2.23,0.36,,200,266,,535,60,96,,,,4975.85
204172,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.992836,121.183498,unknown,,,,,,50.6,1.08,14.65,13.9,6.69,0.24,9.85,2.07,0.09,0.1,0.2,0.74,,99.27,100.01,100.21,50.97,1.09,14.76,14,6.74,0.24,9.92,2.09,0.09,0.1,100,12.51,48.83,2.16,0.043478,0.684428,0.990559,,,,,,,,1,,,0.06,11.9,1.1,245,10,0.66,0.18,3.5,0.2,82,2.2,24.9,17,4.9,12.8,2.03,9.8,2.97,1.1,3.88,0.66,4.39,0.92,2.73,0.43,2.7,0.42,37,90,273,,160,102,138,,,,6474.6
204521,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.564434,120.913063,unknown,,,,,,50,1.28,14.1,14.65,6.17,0.19,10.1,2.12,0.134,0.095,,0.79,0.003,98.839,99.63,99.63,50.59,1.3,14.27,14.82,6.24,0.19,10.22,2.14,0.14,0.1,100,13.18,45.5,2.254,0.063208,0.64123,0.933991,,,,,,,,1,,,0.06,70,10,111.5,220,0.85,0.29,3.7,0.3,91,2.6,37.9,21.4,6,13.5,1.84,8.7,3.09,1.21,5.03,0.92,5.86,1.37,3.94,0.58,3.62,0.6,,110,345,,150,120,112,,9,,7673.6
182248,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.141344,121.254257,unknown,,,,,,51.259,1.347,14.339,13.407,5.972,0.193,9.563,2.873,0.366,0.065,0.029,1.106,,99.384,100.49,100.52,51.58,1.36,14.43,13.49,6.01,0.19,9.62,2.89,0.37,0.07,100,12.06,46.89,3.239,0.127393,0.637209,1.003316,,,,,,336,0.13,0.8,0.4,0.6,3.11,514,25.4,241,12,0.89,0.29,3.8,0.23,88,2.47,35,19,15.69,24.22,3.2,14.16,3.437,1.264,4.311,0.749,5.181,1.036,3.034,,2.771,0.447,73.3,34,355,0.09,103,46,112,,1.1,1.84,8075.265
204580,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.007672,121.146477,unknown,,,,,,50.5,1.24,14.25,13.08,7.6,0.16,9.49,2.37,0.13,0.09,0.013,0.82,0.002,98.91,99.73,99.74,51.06,1.25,14.41,13.22,7.68,0.16,9.59,2.4,0.13,0.09,100,11.77,53.53,2.5,0.054852,0.669415,0.902047,,,,,,,,1,,,0.04,171.5,0.8,161.5,140,0.6,0.24,4.2,0.3,85,2.5,34.9,20.3,7,17.9,2.43,11.4,3.6,1.28,5.22,0.9,5.3,1.26,3.62,0.55,3.76,0.53,,180,369,,220,80,100,,,,7433.8
204174,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.990256,121.191233,unknown,,,,,,49.6,1.09,15.2,14.1,6.59,0.21,10.45,2.29,0.1,0.1,0.28,0.4,,99.73,100.13,100.41,49.73,1.09,15.24,14.14,6.61,0.21,10.48,2.3,0.1,0.1,100,12.69,48.09,2.39,0.043668,0.664686,0.946969,,,,,,,,1,,,0.06,14.7,0.4,214,3,0.62,0.17,3.4,0.2,77,2.1,25.8,18.2,6.8,12.2,1.74,8.7,2.69,1,3.87,0.62,4.59,0.95,2.88,0.42,2.78,0.42,35,92,279,,180,120,109,,,,6534.55
204543,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.044748,121.123337,unknown,,,,,,50.8,1.74,13.1,17.05,4.62,0.234,9.4,1.99,0.151,0.126,0.007,0.44,0.008,99.211,99.65,99.66,51.2,1.75,13.2,17.19,4.66,0.24,9.47,2.01,0.15,0.13,100,15.34,34.94,2.141,0.075879,0.638361,0.941641,,,,,,,,1,20,,0.08,33.1,9,131.5,210,0.63,0.23,3.9,0.3,97,2.8,41.3,20.7,12.2,22.2,3.33,12.9,3.82,1.41,5.48,1.05,5.84,1.37,4.1,0.63,4.02,0.61,,70,419,,77,70,139,,,,10431.3
204545,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.048011,121.125055,unknown,,,,,,49.3,1.77,13.35,16.1,5.73,0.233,10.7,1.605,0.143,0.2,0.066,0.41,0.011,99.131,99.54,99.61,49.73,1.79,13.47,16.24,5.78,0.24,10.79,1.62,0.14,0.2,100,14.49,41.36,1.748,0.089097,0.600216,0.897257,,,,,,,,1,30,,0.04,44.2,8,125,250,0.66,0.19,4.3,0.3,111,3.1,41,18.9,6.6,17.5,2.66,11.1,3.82,1.36,5.61,1.07,5.9,1.36,4.17,0.61,3.81,0.6,,140,359,,209,90,129,,,,10611.15
204577,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.055977,121.123851,unknown,,,,,,49.4,1.74,13.7,15.9,5.05,0.237,11.05,1.805,0.154,0.201,,0.31,,99.237,99.55,99.55,49.78,1.75,13.81,16.02,5.09,0.24,11.13,1.82,0.16,0.2,100,14.31,38.63,1.959,0.085319,0.590033,0.945605,,,,,,,,1,10,,0.12,42.7,9,120,210,0.67,0.2,5.2,0.4,113,3.2,41,21.3,4.6,14.8,2.28,11.6,3.98,1.51,5.97,1.03,6.37,1.48,4.13,0.63,3.96,0.66,,130,352,,217,11,130,,9,,10431.3
204581,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.00727,121.149229,unknown,,,,,,51.7,1.84,13.85,15.16,5.15,0.2,7.71,3.27,0.13,0.15,,0.61,0.005,99.16,99.77,99.77,52.14,1.86,13.97,15.29,5.19,0.2,7.78,3.3,0.13,0.15,100,13.64,40.24,3.4,0.039755,0.709067,0.943038,,,,,,,,2,,,0.05,61.2,1.5,180.5,170,0.86,0.28,6.5,0.4,132,3.9,51.3,23.4,10.8,27.2,3.79,18.2,5.74,2.08,7.92,1.38,8.03,1.9,5.4,0.82,5.4,0.77,,80,293,,110,50,150,,,,11030.8
182284,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.052539,121.61127,unknown,,,,,,47.753,2.204,12.424,18.884,4.922,0.227,7.782,3.368,0.191,0.098,0.106,1.83,,97.853,99.68,99.79,48.8,2.25,12.7,19.3,5.03,0.23,7.95,3.44,0.2,0.1,100,16.99,34.06,3.559,0.05671,0.624611,1.020788,,,,,,303,,1,0.4,0.6,,31,0.8,109.6,6,0.43,0.18,3.6,0.22,75.4,2.27,31.6,21.5,3.98,9.75,1.55,8.23,2.539,1.0581,3.935,0.738,5.032,1.065,3.241,,3.078,0.464,71.2,,805,0.05,,18,120,,2.5,1.66,13212.98
183379,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.787999,121.651141,unknown,,,,,,46.208,2.847,12.713,23.109,3.665,0.307,6.12,2.91,0.244,0.208,0.126,1.473,,98.331,99.8,99.93,46.99,2.9,12.93,23.5,3.73,0.31,6.22,2.96,0.25,0.21,100,20.79,23.91,3.154,0.083849,0.78601,0.745809,,,,,,639,0.06,0.9,1,,2.74,94,4.7,103.8,4,0.97,0.29,8,0.48,172.3,4.87,58,32,5.29,16.99,2.76,15.8,5.79,1.651,7.91,1.52,9.21,2.1,4.99,,6.06,0.91,56,,405,,,12,185,1.2,5.2,1.5,17067.765
183389,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.789839,121.647645,unknown,,,,,,50.013,2.069,11.484,19.222,2.687,0.256,6.884,3.472,0.418,0.195,0.128,3.035,,96.7,99.74,99.86,51.72,2.14,11.88,19.88,2.78,0.26,7.12,3.59,0.43,0.2,100,17.3,21.69,3.89,0.120392,0.614924,0.84394,,,,,,525,0.4,0.7,0.7,0.7,5.9,790,16.4,235,3,0.87,0.27,10.8,0.55,163.5,4.51,59,29,9.9,26.43,3.82,19.64,6.32,2.034,8.59,1.59,9.55,2.16,5.01,,6.1,0.93,41,,194,,,7,157,1.1,8.1,1.6,12403.655
204559,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.090808,121.06237,unknown,,,,,,52.8,1.41,13.75,13.6,4.73,0.194,9.62,2.96,0.211,0.126,,0.29,0.008,99.401,99.69,99.69,53.12,1.42,13.83,13.68,4.76,0.2,9.68,2.98,0.21,0.13,100,12.24,40.81,3.171,0.071284,0.608898,0.946646,,,,,,,,1,20,,0.61,62.6,11,196.5,160,1.24,0.31,3.6,0.3,93,2.6,36.8,18.8,7,16.1,2.53,10.4,3.5,1.32,5.18,0.96,5.22,1.2,3.54,0.54,3.45,0.54,,60,343,,114,20,116,,,,8452.95
204584,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.040901,121.1262,unknown,,,,,,50.6,2.08,12.6,18.28,4.95,0.27,7.78,2.55,0.18,0.14,0.024,0.37,,99.43,99.8,99.82,50.89,2.09,12.67,18.38,4.98,0.27,7.82,2.56,0.18,0.14,100,16.45,34.92,2.73,0.070588,0.679993,1.051007,,,,,,,,2,10,,0.04,51.5,1.5,112,130,2.05,0.22,7,0.4,119,3.6,45.6,24.2,8,19,2.73,13.9,5.09,2.07,7.12,1.22,7.23,1.72,4.85,0.74,4.94,0.74,,16,525,,10,30,120,,,,12469.6
204554,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.030654,121.059682,unknown,,,,,,51.9,2,11.9,19.2,2.69,0.261,6.9,3.68,0.405,0.162,0.058,0.44,0.024,99.098,99.54,99.6,52.37,2.02,12.01,19.37,2.71,0.26,6.96,3.71,0.41,0.16,100,17.28,21.73,4.085,0.110054,0.625241,0.861036,,,,,,,,1,10,,0.27,63.3,19,98.3,240,5,0.72,5.5,0.5,139,3.9,61.8,24.2,13.1,23.5,4.04,17.2,5.4,1.84,7.89,1.5,8.47,1.96,5.9,0.9,5.63,0.88,,110,143,,25,30,108,,,,11990
183374,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.788059,121.650858,unknown,,,,,,55.408,1.897,11.205,18.395,1.492,0.25,6.524,2.407,0.234,0.294,0.647,1.183,,98.106,99.29,99.94,56.48,1.93,11.42,18.75,1.52,0.25,6.65,2.45,0.24,0.3,100,16.55,13.85,2.641,0.097216,0.697259,0.843835,,,,,,688,0.08,1.4,1,1.2,0.51,41,1.8,96.8,3,1.58,0.41,9.9,0.6,221,6.05,85.5,29.4,14.27,36.16,5.29,27.23,8.76,2.736,11.21,2.05,11.82,2.78,6.31,,8.13,1.19,39.4,,16,,,28,122,,5.6,1.9,11372.515
183378,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-30.787999,121.651141,unknown,,,,,,53.6,1.806,11.558,18.283,1.618,0.205,4.704,3.586,0.136,0.281,2.886,1.273,,95.777,97.05,99.94,55.96,1.89,12.07,19.09,1.69,0.21,4.91,3.74,0.14,0.29,100,16.45,14.92,3.722,0.037925,0.791876,0.709967,,,,,,671,0.29,0.5,0.5,0.6,1.65,116,3.8,94.1,7,1.36,0.39,10.4,0.62,220.8,6.16,76,26.3,11.01,32.97,4.93,25.7,8.3,2.212,10.93,2.02,11.66,2.77,6.31,,7.85,1.17,36,,30,,,109,100,,7.1,1.2,10826.97
182297,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.193194,121.540049,unknown,,,,,,53.082,0.551,15.145,9.795,6.756,0.22,10.935,1.837,0.163,0.044,0.096,0.855,,98.528,99.38,99.48,53.88,0.56,15.37,9.94,6.86,0.22,11.1,1.86,0.17,0.04,100,8.81,57.76,2,0.088732,0.656412,0.89363,,,,,,228,,0.8,,0.6,0.25,77,2.4,97.1,5,0.33,0.08,1.4,0.07,37.4,1.04,41.7,16.6,3.49,6.75,1.12,5.61,2.221,0.8177,3.501,0.657,4.615,1.168,3.63,,3.539,0.602,80.5,378,271,0.08,1728,7,89,,1.2,1.99,3303.245
182250,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.126731,121.233803,unknown,,,,,,50.472,0.876,16.173,11.61,6.537,0.172,11.123,1.996,0.189,0.05,0.022,1.502,,99.198,100.7,100.72,50.88,0.88,16.3,11.7,6.59,0.17,11.21,2.01,0.19,0.05,100,10.45,52.75,2.185,0.094689,0.682296,1.073477,,,,,,273,0.03,3,,0.4,0.45,99,10.6,252,6,0.46,0.14,2.1,0.13,51,1.39,29.5,17.3,10.84,18.1,2.26,9.93,2.697,1.0773,3.489,0.632,4.496,0.977,2.842,,2.717,0.41,112.1,58,273,0.07,180,37,84,,2.7,1.65,5251.62
204144,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.177897,121.094004,unknown,,,,,,51.14,1.09,15.43,13.66,5.66,0.16,10.11,1.68,0.21,0.059,0.016,0.83,,99.199,100.03,100.05,51.55,1.1,15.55,13.77,5.71,0.16,10.19,1.69,0.21,0.06,100,12.29,45.09,1.89,0.125,0.722189,0.995464,,,,,,,0.12,,0.2,0.52,0.23,126.6,1.6,268.9,4.1,2.08,0.55,1.8,0.1,61,2,34,20.4,12.3,26.9,3.69,16.7,4.19,1.5,5.05,0.85,5.47,1.17,3.43,0.56,3.28,0.52,29,71.9,223,0.14,155,91.8,106,0.13,0.6,0.99,6534.55
204145,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.177897,121.094004,unknown,,,,,,51.09,1.08,15.16,13.16,5.59,0.15,11.22,1.38,0.23,0.087,0.021,0.63,,99.147,99.78,99.8,51.53,1.09,15.29,13.27,5.64,0.15,11.32,1.39,0.23,0.09,100,11.84,45.71,1.61,0.166667,0.661688,0.9793,,,,,,,0.1,,0.3,0.58,0.16,175.8,2.3,227.7,3.2,1.81,0.48,1.6,0.1,56,1.9,41,19.5,8.5,23.5,3.14,14.3,4.09,1.54,5.65,0.95,6.23,1.34,4.17,0.62,3.8,0.56,28,84.4,212,0.23,147,191.3,102,0.1,0.8,1.06,6474.6
204558,Basalt,GSWA WACHEM,GSWA older data,,Kalgoorlie-Kambalda Strat,-31.038497,121.076232,unknown,,,,,,50.3,0.71,14.75,11.7,7.23,0.181,12.65,1.555,0.077,0.049,,0.46,0.006,99.202,99.66,99.66,50.7,0.72,14.87,11.79,7.29,0.18,12.75,1.57,0.08,0.05,100,10.53,55.06,1.632,0.049518,0.575444,0.915328,,,,,,,,1,10,,0.03,20,9,119.5,190,0.31,0.1,1.4,0.1,39,1.2,63.5,16.6,7,11.6,2.14,9.6,3.39,1.42,6.44,1.26,7.65,1.88,5.54,0.83,4.96,0.75,,160,260,,350,90,82,,,,4256.45
